集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金その他支払合計額,割引額,取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
,,,,,,,,,,RB0120260203194735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098731F5809E4EFC8620AD432F4BAC71,黒板メニュー,黒板メニュー　肉料理,3000,1
,,,,,,,,,,RB0120260203194735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098731F5809E4EFC8620AD432F4BAC71,ウイスキー,グレンリベット12年,1400,1
,,,,,,,,,,RB0120260203194735000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098731F5809E4EFC8620AD432F4BAC71,ウイスキー,スプリングバンク 10年,1800,1
,,,,,,,,,,RB0120260203222838000,2026/02/03,23:24:20,9790,8900,890,0,9790,890,10000,0,0,0,0,0,0,0,0,0,0,0,0,210,0,890,0,890,3,8,00:55:42,E,橋本,3E54BCFDA9794E8E9225676B774F23C8,その他,tablecharge,500,3
,,,,,,,,,,RB0120260203222838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E54BCFDA9794E8E9225676B774F23C8,その他,丸氷,100,1
,,,,,,,,,,RB0120260203222838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E54BCFDA9794E8E9225676B774F23C8,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260203222838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E54BCFDA9794E8E9225676B774F23C8,ウイスキー,マッカランダブルカスク12年,2500,1
,,,,,,,,,,RB0120260203222838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E54BCFDA9794E8E9225676B774F23C8,ウイスキー,グレンアラヒー8年,1600,1
,,,,,,,,,,RB0120260203222838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E54BCFDA9794E8E9225676B774F23C8,ウイスキー,スプリングバンク 10年,1800,1
,,,,,,,,,,RB0120260203231313000,2026/02/04,00:09:27,4400,4000,400,0,4400,400,5000,0,0,0,0,0,0,0,0,0,0,0,0,600,0,400,0,400,2,5,00:56:13,A,橋本,C7AE092729914FADA5358A570E3ACFE2,その他,tablecharge,500,2
,,,,,,,,,,RB0120260203231313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7AE092729914FADA5358A570E3ACFE2,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,1
,,,,,,,,,,RB0120260203231313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7AE092729914FADA5358A570E3ACFE2,スナック,いぶりがっこ,300,1
,,,,,,,,,,RB0120260203231313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7AE092729914FADA5358A570E3ACFE2,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260203231548000,2026/02/04,01:09:36,18040,16400,1640,0,18040,1640,0,18040,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,0,1640,2,11,01:53:48,C,橋本,1F67F531DBDE4530B8BCE015624AFFD0,スナック,ドライフルーツ,1000,1
,,,,,,,,,,RB0120260203231548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F67F531DBDE4530B8BCE015624AFFD0,その他,tablecharge,500,2
,,,,,,,,,,RB0120260203231548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F67F531DBDE4530B8BCE015624AFFD0,ジャパニーズカクテル,本わさびジンソニック,1800,4
,,,,,,,,,,RB0120260203231548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F67F531DBDE4530B8BCE015624AFFD0,ワイン（グラス）,"サングリア赤　1,800円",1800,4
,,,,,,,,,,RB0120260204192943000,2026/02/04,21:24:57,19500,19500,1772,0,19500,1772,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,01:55:13,C,大泉,9C523A3403334205BE3A6CEEEC94B12A,コース&セット,6500円飲み放題付（2時間制）,6500,3
,,,,,,,,,,RB0120260204190722000,2026/02/04,21:30:20,22320,24800,2029,0,22320,2029,0,22320,0,0,0,0,0,0,0,0,0,0,0,0,0,-2480,0,-2480,3,17,02:22:57,"1, 2, 3",大泉,6667FE55C57148CC9273D55844FF974B,未設定,No charge,0,1
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,スナック,チーズ盛り合わせ,2200,1
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,その他,tablecharge,500,2
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,アラカルト,前菜の盛り合わせ,1800,1
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,ウイスキー（ハイボール・ボトル・オリジナル）,CLPジュラ10年,4000,1
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,ビール,ガージェリー,1300,2
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,ご飯もの,禁断パスタ,1800,1
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,ご飯もの,マルゲリータ,1800,1
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,2
,,,,,,,,,,RB0120260204190722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667FE55C57148CC9273D55844FF974B,ウイスキー,ボウモア12年,1600,2
,,,,,,,,,,RB0120260205203017000,2026/02/05,22:49:39,7480,6800,680,0,7480,680,0,7480,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,680,2,10,02:19:21,A,橋本,A4A00A9FBC9E4FDE87E4593DCDD1A2EB,その他,tablecharge,500,2
,,,,,,,,,,RB0120260205203017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A00A9FBC9E4FDE87E4593DCDD1A2EB,その他,丸氷,100,4
,,,,,,,,,,RB0120260205203017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A00A9FBC9E4FDE87E4593DCDD1A2EB,ウイスキー,グレングラント アルボラリス,1200,1
,,,,,,,,,,RB0120260205203017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A00A9FBC9E4FDE87E4593DCDD1A2EB,ウイスキー,アードベック 10年,1600,1
,,,,,,,,,,RB0120260205203017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A00A9FBC9E4FDE87E4593DCDD1A2EB,ウイスキー,オーヘントッシャン 12年,1300,2
,,,,,,,,,,RB0120260205212653000,2026/02/05,23:08:01,70510,64100,6410,0,70510,6410,0,70510,0,0,0,0,0,0,0,0,0,0,0,0,0,6410,0,6410,7,46,01:41:07,"B, C",橋本,8C98631097AF44BEA246C541236F9F58,スナック,MIXローストナッツ,800,2
,,,,,,,,,,RB0120260205212653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C98631097AF44BEA246C541236F9F58,スナック,チーズ盛り合わせ,2200,2
,,,,,,,,,,RB0120260205212653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C98631097AF44BEA246C541236F9F58,その他,tablecharge,500,7
,,,,,,,,,,RB0120260205212653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C98631097AF44BEA246C541236F9F58,スナック,ビーフジャーキー,1000,2
,,,,,,,,,,RB0120260205212653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C98631097AF44BEA246C541236F9F58,ジャパニーズカクテル,Niu Japonica,1600,2
,,,,,,,,,,RB0120260205212653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C98631097AF44BEA246C541236F9F58,ジャパニーズカクテル,本わさびジンソニック,1800,24
,,,,,,,,,,RB0120260205212653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C98631097AF44BEA246C541236F9F58,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260205212653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C98631097AF44BEA246C541236F9F58,ソフトドリンク,ジンジャーエール,800,3
,,,,,,,,,,RB0120260205212653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C98631097AF44BEA246C541236F9F58,ソフトドリンク,コーラ,800,1
,,,,,,,,,,RB0120260205212653000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C98631097AF44BEA246C541236F9F58,ソフトドリンク,オレンジジュース,800,2
,,,,,,,,,,RB0120260205233215000,2026/02/05,23:49:25,4620,4200,420,0,4620,420,0,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,420,2,4,00:17:10,"5, 6",橋本,6D234451B2F7469287DEE18B6F884DFF,その他,tablecharge,500,2
,,,,,,,,,,RB0120260205233215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D234451B2F7469287DEE18B6F884DFF,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260205233215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D234451B2F7469287DEE18B6F884DFF,オリジナルカクテル,Cafe Oaxaca,1600,1
,,,,,,,,,,RB0120260205224614000,2026/02/06,00:03:28,15180,13800,1380,0,15180,1380,0,15180,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0,1380,3,11,01:17:14,D,橋本,20E86A40D28B4173A804913B4388E837,その他,tablecharge,500,3
,,,,,,,,,,RB0120260205224614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E86A40D28B4173A804913B4388E837,アラカルト,カルパッチョ,1700,1
,,,,,,,,,,RB0120260205224614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E86A40D28B4173A804913B4388E837,サラダ,シーザーサラダ ハーフ,1000,1
,,,,,,,,,,RB0120260205224614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E86A40D28B4173A804913B4388E837,ワイン（グラス）,デバルド・ロッソ,1200,1
,,,,,,,,,,RB0120260205224614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E86A40D28B4173A804913B4388E837,アラカルト,鶏もものソテー,1800,1
,,,,,,,,,,RB0120260205224614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E86A40D28B4173A804913B4388E837,ご飯もの,ボロネーゼ,1600,1
,,,,,,,,,,RB0120260205224614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E86A40D28B4173A804913B4388E837,ご飯もの,禁断パスタ,1800,1
,,,,,,,,,,RB0120260205224614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E86A40D28B4173A804913B4388E837,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260205224614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20E86A40D28B4173A804913B4388E837,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260206195726000,2026/02/06,21:10:59,8250,7500,750,0,8250,750,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,750,2,7,01:13:33,4,大泉,EC11E308DA504B5F9F976F2A09D86083,スナック,ドライフルーツ,1000,1
,,,,,,,,,,RB0120260206195726000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC11E308DA504B5F9F976F2A09D86083,その他,tablecharge,500,2
,,,,,,,,,,RB0120260206195726000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC11E308DA504B5F9F976F2A09D86083,ビール,ハートランド,1000,1
,,,,,,,,,,RB0120260206195726000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC11E308DA504B5F9F976F2A09D86083,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260206195726000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC11E308DA504B5F9F976F2A09D86083,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260206195726000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC11E308DA504B5F9F976F2A09D86083,ワイン（グラス）,"サングリア白　1,800円",1800,1
,,,,,,,,,,RB0120260206195739000,2026/02/06,22:08:58,111330,100700,10120,0,111330,10120,0,111330,0,0,0,0,0,0,0,0,0,0,0,0,0,10120,0,10120,12,80,02:11:19,"A, B, C",大泉,03600A496399479B999F3C0A2880E17D,スナック,MIXローストナッツ,800,2
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,その他,tablecharge,500,12
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,その他,丸氷,100,3
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,その他,丸氷,100,12
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,その他,丸氷,100,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,その他,丸氷,100,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,カクテル,クラシックカクテル,1400,5
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ジャパニーズウイスキー,山崎12年,3500,2
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ジャパニーズウイスキー,竹鶴,1700,3
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ご飯もの,マルゲリータ,1800,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,アラカルト,ガーリックシュリンプ,1500,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,オリジナルカクテル,Tommy's Verde Margarita,1800,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ジャパニーズウイスキー,山崎,2500,7
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ジャパニーズウイスキー,白州 12年,3300,4
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ジャパニーズウイスキー,イチローズモルト ホワイトラベル,1400,6
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ウイスキー,ボウモア12年,1600,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ウイスキー,ラガヴーリン 16年,2500,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,日本酒,作,1700,2
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,日本酒,作,1700,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ソフトドリンク,ウーロン茶,800,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ソフトドリンク,ジンジャーエール,800,3
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ソフトドリンク,ジンジャーエール,800,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ワイン（グラス）,"サングリア白　1,800円",1800,1
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ジャパニーズウイスキー,余市,1800,2
,,,,,,,,,,RB0120260206195739000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03600A496399479B999F3C0A2880E17D,ジャパニーズウイスキー,余市,1800,1
,,,,,,,,,,RB0120260206212041000,2026/02/06,22:37:10,11000,10000,1000,0,11000,1000,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,2,7,01:16:28,D,大泉,FD9DD5BC51D941A8A3EA0D9EA71A117A,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260206212041000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD9DD5BC51D941A8A3EA0D9EA71A117A,その他,tablecharge,500,2
,,,,,,,,,,RB0120260206212041000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD9DD5BC51D941A8A3EA0D9EA71A117A,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,2
,,,,,,,,,,RB0120260206212041000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD9DD5BC51D941A8A3EA0D9EA71A117A,オリジナルカクテル,Espresso Martini,1800,2
,,,,,,,,,,RB0120260206204054000,2026/02/06,22:54:04,10890,9900,990,0,10890,990,11000,0,0,0,0,0,0,0,0,0,0,0,0,110,0,990,0,990,1,8,02:13:10,"7, 8",大泉,57AD7FED0B004943ACAB7DE9A0388A3A,その他,tablecharge,500,2
,,,,,,,,,,RB0120260206204054000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57AD7FED0B004943ACAB7DE9A0388A3A,ジン,ジン,1500,1
,,,,,,,,,,RB0120260206204054000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57AD7FED0B004943ACAB7DE9A0388A3A,スナック,ガーリックブロッコリー,800,1
,,,,,,,,,,RB0120260206204054000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57AD7FED0B004943ACAB7DE9A0388A3A,オリジナルカクテル,Tommy's Verde Margarita,1800,1
,,,,,,,,,,RB0120260206204054000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57AD7FED0B004943ACAB7DE9A0388A3A,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260206204054000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57AD7FED0B004943ACAB7DE9A0388A3A,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260206204054000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57AD7FED0B004943ACAB7DE9A0388A3A,ウイスキー,グレンアラヒー8年,1600,1
,,,,,,,,,,RB0120260206220441000,2026/02/06,22:59:13,5940,5400,540,0,5940,540,0,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,540,2,5,00:54:31,"4, 5",大泉,3315667B723E4E2B93CFC47354EF1166,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260206220441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3315667B723E4E2B93CFC47354EF1166,その他,tablecharge,500,2
,,,,,,,,,,RB0120260206220441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3315667B723E4E2B93CFC47354EF1166,ジャパニーズカクテル,Hojicha Negroni,1700,2
,,,,,,,,,,RB0120260206224835000,2026/02/06,23:09:14,9790,8900,890,0,9790,890,0,9790,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,890,4,8,00:20:39,E,大泉,4A328883ED344A158A322B1129A918CC,その他,tablecharge,500,4
,,,,,,,,,,RB0120260206224835000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4A328883ED344A158A322B1129A918CC,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260206224835000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4A328883ED344A158A322B1129A918CC,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260206224835000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4A328883ED344A158A322B1129A918CC,ジャパニーズカクテル,Hojicha Negroni,1700,2
,,,,,,,,,,RB0120260207185153000,2026/02/07,21:01:29,11110,10100,1010,0,11110,1010,0,11110,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,1010,2,8,02:09:36,E,大泉,7C4E78EBE3FF4BA98677095C0E7E0BAC,その他,tablecharge,500,2
,,,,,,,,,,RB0120260207185153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C4E78EBE3FF4BA98677095C0E7E0BAC,ジャパニーズウイスキー,竹鶴,1700,1
,,,,,,,,,,RB0120260207185153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C4E78EBE3FF4BA98677095C0E7E0BAC,ワイン（グラス）,パナメラ・シャルドネ,1600,2
,,,,,,,,,,RB0120260207185153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C4E78EBE3FF4BA98677095C0E7E0BAC,デザート,本日のデザート,1200,2
,,,,,,,,,,RB0120260207185153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C4E78EBE3FF4BA98677095C0E7E0BAC,ジャパニーズウイスキー,余市,1800,1
,,,,,,,,,,RB0120260207203812000,2026/02/07,21:37:08,8360,7600,760,0,8360,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,760,2,6,00:58:55,A,大泉,072CFBF3C52A4BBFA9A7FE5D0B793C5C,その他,tablecharge,500,2
,,,,,,,,,,RB0120260207203812000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072CFBF3C52A4BBFA9A7FE5D0B793C5C,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260207203812000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072CFBF3C52A4BBFA9A7FE5D0B793C5C,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260207203812000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072CFBF3C52A4BBFA9A7FE5D0B793C5C,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260207203812000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072CFBF3C52A4BBFA9A7FE5D0B793C5C,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260207205819000,2026/02/07,22:07:04,10560,9600,960,0,10560,960,0,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,960,2,9,01:08:45,C,大泉,012CDBB8D6BD46D1B86DF2083C56242D,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260207205819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012CDBB8D6BD46D1B86DF2083C56242D,その他,tablecharge,500,2
,,,,,,,,,,RB0120260207205819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012CDBB8D6BD46D1B86DF2083C56242D,その他,丸氷,100,1
,,,,,,,,,,RB0120260207205819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012CDBB8D6BD46D1B86DF2083C56242D,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260207205819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012CDBB8D6BD46D1B86DF2083C56242D,スナック,いぶりがっこ,300,1
,,,,,,,,,,RB0120260207205819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012CDBB8D6BD46D1B86DF2083C56242D,オリジナルカクテル,Arrow Head,2000,1
,,,,,,,,,,RB0120260207205819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012CDBB8D6BD46D1B86DF2083C56242D,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260207205819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012CDBB8D6BD46D1B86DF2083C56242D,ウイスキー,グレンフィディック12年,1600,1
,,,,,,,,,,RB0120260207214034000,2026/02/07,22:49:11,8360,7600,760,0,8360,760,8360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,760,2,6,01:08:37,E,大泉,93A6039D238F4D2DA903A10B5B304A51,その他,tablecharge,500,2
,,,,,,,,,,RB0120260207214034000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93A6039D238F4D2DA903A10B5B304A51,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260207214034000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93A6039D238F4D2DA903A10B5B304A51,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,RB0120260207214034000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93A6039D238F4D2DA903A10B5B304A51,オリジナルカクテル,セイロンバックスフィズ,1500,1
