ネタメモ：ゾーニング,,
15,"何書いたらええか分からん時は作り手に聞いたらいいんです
「この料理のおすすめは？」って聞いて出てくるのを書いてみてください",
16,POPなんてやらんでも売れるって思ってた人、売れへん時に料理のせいにしないでください,
17,料理が喋らへんのなら言葉をつけてやるのが料理人の責任です,
,,
ネタメモ：ECサイト伸ばしたいなら、お客様がどんな時に食べるか想像して,,
シーン,①セリフを考える（ライティング）,
1,通販は冷凍便の段ボールを買ってるんじゃなくて夕ご飯での時間を買ってるんです,
2,届いた料理を前に家族が笑ってるところまで想像してます？,
3,商品も写真もサイトにも力入れてるのに…って悩んでる人,
4,"誰が、いつ、どこで、なんで食べるのか
っていう買う理由の説明がないんです",
5,売上伸ばすために通販もやってみよって安直な気持ちで始めて思い知らされてますよね？,
6,"料理のプロのあなただからこそわかると思うけど「何を食べるか」より
「どんな時間にしたいか」で料理って選ばれるじゃないですか？",
7,料理人だからこそ味に自信があるのは当然ですよね,
8,でもそれを食べて「どうなってほしいか」が伝わってないだけなんです,
9,"目的のない料理は売れんくて
ちゃんとお客様が食べる場面を想像してそこに料理を添えてあげるだけなんです",
10,ECが伸びてるお店は、「この日に、この料理で、こうなれる」を描いてて,
11,「誕生日にぴったり」「父の日に贈りたい」の一言で、商品はギフトに変わるんです,
12,「誕生日が最高の夜になった」って物語があなたのECサイトのブランドになるんです,
13,もっとお客様が「誰と」「どんな顔で」食べるのか想像してECに記載する内容に拘りましょう,
14,商品名・説明・写真に「利用シーン」を必ず入れるだけで反応が変わります,
15,その上で食べる時間と気持ちに合わせて量感、温め方を丁寧に説明書いて面倒事を排除するんです,
16,「これ、家族と食べたいな」ってそう思わせたらもう勝ちです,
17,"ECは料理の物語を届ける技術です
誰かの時間に届いて初めて価値になるものなんですよ",
,,
ネタメモ：歩留計算の仕方,,
,①セリフを考える（ライティング）,
1,歩留原価計算してへん店100％潰れます,
2,仕入れ値だけ見て「安い」って喜んでへん？,
3,でもそれ可食部が6割なら実は高級食材と変わらんで,
4,kgいくらだけで見とる時点でもう経営者失格です,
5,原価30％以下のつもりが実は40％超えてて利益0,
6,"仕込みながら「これ、結構捨ててんな…」って思ったこと一度はありますよね？
でも忙しくて結局そのままにしてないですか？",
7,現場は忙しいしそんな余裕ないのは重々承知です,
8,でもそれで毎月5万、10万って利益捨ててるんですよ,
9,そこ改善せん限りどんだけ集客しても無駄ですよ,
10,例えばブロック肉1kg仕入れても筋と脂を取ったら800gしか残らへん,
11,"この時買った金額は2,000円でも使える量が違えば原価が変わるの分かります？",
12,"要は2,000円 ÷ 800g＝1gあたり2.5円→ 100g盛りで250円原価になります　",
13,仕入れ金額 ÷ 可食部＝ほんまの原価です,
14,"仕込み終わりに何グラム使えるかをメモしてください
それが歩留りです",
15,食材ごとに「平均歩留率」出しておくだけで原価計算の精度が爆上がりします,
16,売上上がってるのになんか手元残らんねんって人は必ずやってみてください,
17,今日の仕込みから「使える量」をメモする習慣から始めましょう,
,,
ネタメモ：ロードサイド型店舗の生き残り戦略,,
シーン,①セリフを考える（ライティング）,
1,郊外店舗は機会来店いらないです,
2,駐車場あって、看板出して、でも売上が伸びひん,
3,昼は暇やし夜は常連だけってお店は仕組みがない証拠です,
4,立地が悪いからは言い訳で選んだのはあなたですよね？,
5,"目的なく入ってくるお客様なんておらん時代なんですよ
これに気付かんまま潰れて行くお店たくさん見てきました",
6,"定休日明けのランチで「今日お客様来てくれるかな」って
開店準備しながら不安になったことありますよね",
7,郊外は都心と違って何しても反応鈍いの辛いですよね,
8,でも実は「選ばれる理由」がちゃんとあればお客様は30分かけても来るのが現実です,
